"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"PLDI","2_BLT","-1.2","-1.479","-0.837","1.4","1.099","1.814","0.38","0.67","0.37","0.26","0.144","0.174"
"PLIM","1_nSPC","-0.36","-2.0798"," 1.3067","12"," 2.796","35.181","0.047","0.047","0.014","0.0141","0.00067","0.00067"
"PLIM","2_BLT","-0.36","-2.0798"," 1.3067","12"," 2.796","35.181","0.029","0.041","0.048","0.0039","0.00140","0.00016"
"PLJO","1_nSPC","-0.19","-0.49649"," 0.08908","4.1","3.332","5.026","0.36","0.36","0.035","0.035","0.012","0.012"
"PLJO","2_BLT","-0.19","-0.49649"," 0.08908","4.1","3.332","5.026","0.30","0.35","0.172","0.042","0.052","0.014"
"PLLA","1_nSPC","0.046","-0.28335"," 0.37195","2.6","1.968","3.623","0.22","0.22","0.095","0.095","0.021","0.021"
"PLLA","2_BLT","0.046","-0.28335"," 0.37195","2.6","1.968","3.623","0.21","0.20","0.365","0.138","0.075","0.027"
"PLLD","1_nSPC","-1.3","-3.219"," 0.856","2.9"," 0.1909","11.8961","0.00586","0.0059","0.0033","0.0033","2.0e-05","2.0e-05"
"PLLD","2_BLT","-1.3","-3.219"," 0.856","2.9"," 0.1909","11.8961","0.00072","0.0026","0.0052","0.0018","3.7e-06","4.6e-06"
"PLLV","1_nSPC","-1.5","-3.0684","-0.1762","2.4"," 0.2331","10.3237","0.0211","0.021","6.4","6.4","0.135","0.135"
"PLLV","2_BLT","-1.5","-3.0684","-0.1762","2.4"," 0.2331","10.3237","0.0066","0.029","5.4","2.3","0.036","0.066"
"PLPH","1_nSPC","-1","-2.2672"," 0.3629","1.9","0.340","5.489","0.063","0.063","0.050","0.050","0.0032","0.0032"
"PLPH","2_BLT","-1","-2.2672"," 0.3629","1.9","0.340","5.489","0.034","0.090","0.051","0.027","0.0017","0.0024"
"PLPI","1_nSPC","0.11","-1.5655"," 1.7718","2"," 0.1161","10.4831","0.0073","0.0073","3.3","3.26","0.0238","0.024"
"PLPI","2_BLT","0.11","-1.5655"," 1.7718","2"," 0.1161","10.4831","0.0036","0.0032","1.9","0.93","0.0067","0.003"
"PLTA","1_nSPC","0.94","0.5520","1.3050","6.2","4.298","8.688","0.15","0.15","0.0034","0.0034","0.00051","0.00051"
"PLTA","2_BLT","0.94","0.5520","1.3050","6.2","4.298","8.688","0.31","0.15","0.0285","0.0046","0.00879","0.00068"
"PLVI","1_nSPC","-0.28","-0.9454"," 0.3218","1.8","0.8341","3.3709","0.036","0.036","1.4","1.45","0.053","0.053"
"PLVI","2_BLT","-0.28","-0.9454"," 0.3218","1.8","0.8341","3.3709","0.024","0.031","1.5","0.82","0.034","0.026"
"POBR","1_nSPC","0.17","-0.2217"," 0.5385","1.3","0.7979","2.0755","0.085","0.085","0.11","0.11","0.009","0.0090"
"POBR","2_BLT","0.17","-0.2217"," 0.5385","1.3","0.7979","2.0755","0.077","0.065","0.10","0.08","0.008","0.0052"
"POCO","1_nSPC","-0.23","-0.6453"," 0.1245","0.84","0.3978","1.5869","0.156","0.16","0.085","0.085","0.013","0.013"
"POCO","2_BLT","-0.23","-0.6453"," 0.1245","0.84","0.3978","1.5869","0.098","0.12","0.137","0.163","0.013","0.020"
"POIM","1_nSPC","-0.84","-1.3294","-0.3269","2.5","1.605","3.684","0.097","0.097","0.56","0.56","0.055","0.055"
"POIM","2_BLT","-0.84","-1.3294","-0.3269","2.5","1.605","3.684","0.033","0.072","0.98","0.40","0.032","0.029"
"POPH","1_nSPC","1.6","1.085","2.153","3","1.561","5.290","0.025","0.025","0.16","0.16","0.0038","0.0038"
"POPH","2_BLT","1.6","1.085","2.153","3","1.561","5.290","0.163","0.038","0.75","0.25","0.1230","0.0094"
"PORI","1_nSPC","-1.2","-1.7117","-0.7882","0.42","0.2213","0.7785","0.159","0.16","0.16","0.16","0.025","0.025"
"PORI","2_BLT","-1.2","-1.7117","-0.7882","0.42","0.2213","0.7785","0.047","0.15","0.26","0.61","0.012","0.091"
"POVA","1_nSPC","-0.52","-1.00133","-0.01566","3.9","3.171","4.630","0.42","0.42","0.11","0.11","0.044","0.044"
"POVA","2_BLT","-0.52","-1.00133","-0.01566","3.9","3.171","4.630","0.39","0.52","0.54","0.14","0.211","0.072"
"PSEV","1_nSPC","0.36","-0.06493"," 0.80546","2.4","1.458","3.735","0.31","0.31","0.012","0.012","0.0037","0.0037"
"PSEV","2_BLT","0.36","-0.06493"," 0.80546","2.4","1.458","3.735","0.19","0.14","0.047","0.019","0.0090","0.0027"
"PSFL","1_nSPC","-0.98","-1.89848","-0.05301","5.4"," 2.298","10.774","0.132","0.13"," 3.1","3.1","0.41","0.41"
"PSFL","2_BLT","-0.98","-1.89848","-0.05301","5.4"," 2.298","10.774","0.045","0.11","14.8","2.7","0.66","0.30"
"PSHE","1_nSPC","0.32","0.01654","0.59909","3","2.403","3.726","0.44","0.44","0.016","0.016","0.0073","0.0073"
"PSHE","2_BLT","0.32","0.01654","0.59909","3","2.403","3.726","0.46","0.39","0.042","0.014","0.0192","0.0053"
"PSMO","1_nSPC","-1.2","-1.8438","-0.6306","1.3","0.5993","2.5527","0.090","0.090","0.15","0.15","0.0138","0.014"
"PSMO","2_BLT","-1.2","-1.8438","-0.6306","1.3","0.5993","2.5527","0.025","0.079","0.25","0.19","0.0064","0.015"
"PSOC","1_nSPC","0.29","-0.02791"," 0.60958","4.1","3.118","5.265","0.31","0.31","0.02","0.020","0.0062","0.0062"
"PSOC","2_BLT","0.29","-0.02791"," 0.60958","4.1","3.118","5.265","0.37","0.31","0.12","0.028","0.0431","0.0086"
