"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"EPSP","2_BLT","-0.14","-0.7158"," 0.4532","1","0.5904","1.7265","0.050","0.057","0.66","0.65","0.033","0.037"
"EPTA","1_nSPC","-1.3","-2.2225","-0.3603","1.3","0.6421","2.3860","0.0395","0.039","1.5","1.5","0.059","0.059"
"EPTA","2_BLT","-1.3","-2.2225","-0.3603","1.3","0.6421","2.3860","0.0063","0.023","1.7","1.2","0.010","0.029"
"FICO","1_nSPC","-1.5","-2.7996","-0.1607","0.64","0.1734","1.8048","0.0354","0.035","0.45","0.45","0.0158","0.016"
"FICO","2_BLT","-1.5","-2.7996","-0.1607","0.64","0.1734","1.8048","0.0093","0.041","0.37","0.57","0.0034","0.023"
"GNAU","1_nSPC","-1.1","-2.39009","-0.03204","2","0.4385","5.2502","0.020","0.020","2.3","2.3","0.045","0.045"
"GNAU","2_BLT","-1.1","-2.39009","-0.03204","2","0.4385","5.2502","0.006","0.019","6.9","3.5","0.041","0.065"
"GOAT","1_nSPC","2","-0.3621"," 4.0185","7"," 0.1937","37.1408","0.0013","0.00129","0.029","0.029","3.7e-05","3.7e-05"
"GOAT","2_BLT","2","-0.3621"," 4.0185","7"," 0.1937","37.1408","0.0059","0.00076","0.378","0.054","2.2e-03","4.1e-05"
"GOVA","1_nSPC","-5.9","-6.712","-5.186","1.3","0.8567","1.8530","0.788","0.79","0.14","0.14","0.1110","0.11"
"GOVA","2_BLT","-5.9","-6.712","-5.186","1.3","0.8567","1.8530","0.045","0.95","0.19","0.14","0.0084","0.14"
"GRAL","1_nSPC","-1.3","-1.8390","-0.6172","1.1","0.7278","1.4912","0.105","0.10","1.2","1.2","0.13","0.13"
"GRAL","2_BLT","-1.3","-1.8390","-0.6172","1.1","0.7278","1.4912","0.043","0.14","1.6","1.6","0.07","0.21"
"GROU","1_nSPC","0.97","-0.6499"," 2.5296","1.6","0.1462","7.1716","0.0028","0.0028","0.75","0.75","0.0021","0.00208"
"GROU","2_BLT","0.97","-0.6499"," 2.5296","1.6","0.1462","7.1716","0.0034","0.0013","0.59","0.37","0.0020","0.00048"
"GYBR","1_nSPC","-1.2","-2.0999","-0.2063","0.81","0.3187","1.7487","0.053","0.053","1.44","1.44","0.077","0.077"
"GYBR","2_BLT","-1.2","-2.0999","-0.2063","0.81","0.3187","1.7487","0.015","0.049","0.78","0.95","0.012","0.047"
"GYFL","1_nSPC","-1.4","-2.4512","-0.3472","0.84","0.2883","1.9852","0.0402","0.040","2.56","2.56","0.1030","0.103"
"GYFL","2_BLT","-1.4","-2.4512","-0.3472","0.84","0.2883","1.9852","0.0078","0.032","0.63","0.74","0.0049","0.024"
"GYJA","1_nSPC","-0.21","-1.1004"," 0.6248","0.63","0.2642","1.1756","0.028","0.028","4.3","4.3","0.122","0.122"
"GYJA","2_BLT","-0.21","-1.1004"," 0.6248","0.63","0.2642","1.1756","0.015","0.019","2.6","4.0","0.039","0.076"
"GYME","1_nSPC","-1.3","-2.72080"," 0.06988","0.73","0.1657","2.1280","0.0285","0.029","1.25","1.3","0.0358","0.036"
"GYME","2_BLT","-1.3","-2.72080"," 0.06988","0.73","0.1657","2.1280","0.0036","0.013","0.85","1.2","0.0031","0.015"
"HAHO","1_nSPC","-4.6","-5.376","-3.762","1.3","0.8366","1.9179","0.443","0.44","0.18","0.18","0.0791","0.079"
"HAHO","2_BLT","-4.6","-5.376","-3.762","1.3","0.8366","1.9179","0.015","0.61","0.17","0.13","0.0027","0.080"
"HAOR","1_nSPC","-8.1","-11.679"," -4.648","8.9"," 0.5586","52.7684","0.52291","0.52","0.057","0.057","3.0e-02","0.03"
"HAOR","2_BLT","-8.1","-11.679"," -4.648","8.9"," 0.5586","52.7684","0.00043","0.59","0.154","0.017","6.5e-05","0.01"
"HEFA","1_nSPC","-3.3","-3.861","-2.702","1.5","1.085","2.033","0.35","0.35","0.31","0.31","0.110","0.11"
"HEFA","2_BLT","-3.3","-3.861","-2.702","1.5","1.085","2.033","0.04","0.53","0.41","0.27","0.017","0.15"
"HILO","1_nSPC","-0.52","-1.6897"," 0.6490","0.62","0.3185","1.1087","0.0078","0.0078","2.0","2","0.0155","0.015"
"HILO","2_BLT","-0.52","-1.6897"," 0.6490","0.62","0.3185","1.1087","0.0052","0.0088","1.3","2","0.0066","0.018"
"KYCI","1_nSPC","0.3","-0.7573"," 1.2859","3.4","0.7604","9.7572","0.0063","0.0063","1.7","1.74","0.011","0.011"
"KYCI","2_BLT","0.3","-0.7573"," 1.2859","3.4","0.7604","9.7572","0.0095","0.0071","2.4","0.71","0.023","0.005"
"KYPA","1_nSPC","2.6","1.099","3.994","1","0.1277","3.7974","0.0039","0.0039","5.8","5.8","0.023","0.0228"
"KYPA","2_BLT","2.6","1.099","3.994","1","0.1277","3.7974","0.0501","0.0040","1.9","1.8","0.094","0.0073"
"LEOB","1_nSPC","-1.8","-3.7637"," 0.1852","0.34","0.09245","0.86981","0.0230","0.0230","1.06","1.1","0.02437","0.024"
"LEOB","2_BLT","-1.8","-3.7637"," 0.1852","0.34","0.09245","0.86981","0.0012","0.0073","0.41","1.2","0.00049","0.009"
"LEOL","1_nSPC","-3.1","-5.4525","-0.5939","1.2","0.2706","3.7057","0.02595","0.026","4.8","4.8","0.1242","0.124"
"LEOL","2_BLT","-3.1","-5.4525","-0.5939","1.2","0.2706","3.7057","0.00062","0.014","3.1","2.6","0.0019","0.035"
"LETH","1_nSPC","-3.5","-7.15071"," 0.04573","0.35","0.02739","2.09069","0.05624","0.056","1.84","1.84","0.10363","0.104"
