"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CASA","1_nSPC","Global",3.47,14.19,0.08,0.08,0.12,0.12,0.01,0.01
"CASE","1_nSPC","Global",3.47,14.19,0.01,0.01,196.93,196.93,1.19,1.19
"CASE","2_TOW","Global",3.47,14.19,0,0,143.5,10.11,0.02,0.04
"CASO","1_nSPC","Global",3.47,14.19,0,0,0.16,0.16,0,0
"CASP","2_TOW","Global",3.47,14.19,0.01,0.16,4.05,0.29,0.02,0.04
"CATY","1_nSPC","Global",3.47,14.19,0.03,0.03,0,0,0,0
"CAVA","1_nSPC","Global",3.47,14.19,0,0,0.01,0.01,0,0
"CAVE","1_nSPC","Global",3.47,14.19,0.04,0.04,0.03,0.03,0,0
"CAZO","1_nSPC","Global",3.47,14.19,0.14,0.14,0.56,0.56,0.08,0.08
"CEAR","1_nSPC","Global",3.47,14.19,0.04,0.04,3.21,3.21,0.12,0.12
"CEFI","1_nSPC","Global",3.47,14.19,0.05,0.05,0.04,0.04,0,0
"CEFL","1_nSPC","Global",3.47,14.19,0,0,0.07,0.07,0,0
"CEIN","1_nSPC","Global",3.47,14.19,0.01,0.01,0.1,0.1,0,0
"CELO","1_nSPC","Global",3.47,14.19,0,0,0.01,0.01,0,0
"CEPO","1_nSPC","Global",3.47,14.19,0.43,0.43,0.2,0.2,0.09,0.09
"CHAC","1_nSPC","Global",3.47,14.19,0.03,0.03,0.05,0.05,0,0
"CHAG","1_nSPC","Global",3.47,14.19,0.07,0.07,0.02,0.02,0,0
"CHAU","1_nSPC","Global",3.47,14.19,0.34,0.34,0.28,0.28,0.09,0.09
"CHCI","1_nSPC","Global",3.47,14.19,0,0,0.04,0.04,0,0
"CHEP","1_nSPC","Global",3.47,14.19,0.01,0.01,0.21,0.21,0,0
"CHFR","1_nSPC","Global",3.47,14.19,0.54,0.54,0.12,0.12,0.07,0.07
"CHHA","1_nSPC","Global",3.47,14.19,0.4,0.4,0.11,0.11,0.04,0.04
"CHIN","1_nSPC","Global",3.47,14.19,0.01,0.01,0.18,0.18,0,0
"CHKL","1_nSPC","Global",3.47,14.19,0.14,0.14,0.05,0.05,0.01,0.01
"CHLC","1_nSPC","Global",3.47,14.19,0,0,0.14,0.14,0,0
"CHLI","1_nSPC","Global",3.47,14.19,0,0,0.2,0.2,0,0
"CHLT","1_nSPC","Global",3.47,14.19,0.07,0.07,0.15,0.15,0.01,0.01
"CHLU","1_nSPC","Global",3.47,14.19,0.06,0.06,0.32,0.32,0.02,0.02
"CHMI","1_nSPC","Global",3.47,14.19,0.45,0.45,0.33,0.33,0.15,0.15
