"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"APAR","2_BLT","-0.38","-0.9196"," 0.1967","4.3","3.092","5.857","0.095","0.133","0.0125","0.0029","0.00119","0.00039"
"APFU","1_nSPC","-0.38","-0.72672","-0.02707","1.5","1.216","1.827","0.23","0.23","0.0033","0.0033","0.00077","0.00077"
"APFU","2_BLT","-0.38","-0.72672","-0.02707","1.5","1.216","1.827","0.18","0.24","0.0037","0.0025","0.00066","0.00059"
"APSP","1_nSPC","-1.3","-3.2839"," 0.7549","21","4.685e-12","3.712e-02","0.0100","0.0100","0.0167","0.01670","1.7e-04","1.7e-04"
"APSP","2_BLT","-1.3","-3.2839"," 0.7549","21","4.685e-12","3.712e-02","0.0014","0.0053","0.0033","0.00016","4.7e-06","8.2e-07"
"APVI","1_nSPC","-1.3","-1.841","-0.781","1.3","0.9284","1.6655","0.245","0.24","0.0029","0.0029","0.00072","0.00072"
"APVI","2_BLT","-1.3","-1.841","-0.781","1.3","0.9284","1.6655","0.072","0.22","0.0048","0.0038","0.00035","0.00085"
"ARME","1_nSPC","1.7","0.841","2.620","1.8","1.306","2.339","0.0098","0.0098","0.0014","0.0014","1.4e-05","1.4e-05"
"ARME","2_BLT","1.7","0.841","2.620","1.8","1.306","2.339","0.0358","0.0065","0.0049","0.0028","1.8e-04","1.8e-05"
"AUCH","1_nSPC","-0.47","-0.88075","-0.04296","1.4","1.117","1.692","0.123","0.12","0.0020","0.0020","0.00025","0.00025"
"AUCH","2_BLT","-0.47","-0.88075","-0.04296","1.4","1.117","1.692","0.088","0.13","0.0038","0.0027","0.00033","0.00036"
"BAPO","1_nSPC","-1.5","-3.5170"," 0.5115","1.9","0.870","3.617","0.0085","0.0085","0.0015","0.0015","1.3e-05","1.3e-05"
"BAPO","2_BLT","-1.5","-3.5170"," 0.5115","1.9","0.870","3.617","0.0021","0.0097","0.0025","0.0013","5.3e-06","1.3e-05"
"BLEN","1_nSPC","-0.28","-1.4249"," 0.8893","1.5","0.1652","6.8337","0.0233","0.0233","0.0150","0.0150","3.5e-04","3.5e-04"
"BLEN","2_BLT","-0.28","-1.4249"," 0.8893","1.5","0.1652","6.8337","0.0069","0.0091","0.0083","0.0057","5.7e-05","5.1e-05"
"BOAL","1_nSPC","-0.28","-0.56336"," 0.01356","2.1","1.851","2.326","0.61","0.61","0.0035","0.0035","0.0021","0.0021"
"BOAL","2_BLT","-0.28","-0.56336"," 0.01356","2.1","1.851","2.326","0.42","0.49","0.0100","0.0048","0.0042","0.0024"
"CAAB","1_nSPC","-18","-7519.2"," 7004.5","24","  0.02116","141.51765","0.0206","0.021","0.0025","2.5e-03","5.1e-05","5.1e-05"
"CAAB","2_BLT","-18","-7519.2"," 7004.5","24","  0.02116","141.51765","0.0048","1.000","0.0017","6.9e-05","8.0e-06","6.9e-05"
"CAAM","1_nSPC","-0.026","-0.40048"," 0.32302","3.5","2.975","4.104","0.16","0.16","0.0022","0.0022","0.00036","0.00036"
