"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CHUN","1_nSPC","Global",0,2.36,0.16,0.16,0,0,0,0
"CHUN","2_BLT","Global",0,2.36,0.11,0.11,0.01,0.01,0,0
"CHVA","1_nSPC","Global",0,2.36,0.42,0.42,0.25,0.25,0.11,0.11
"CHVA","2_BLT","Global",0,2.36,0.47,0.47,0.37,0.16,0.17,0.07
"CHVE","1_nSPC","Global",0,2.36,0.04,0.04,0.01,0.01,0,0
"CHVE","2_BLT","Global",0,2.36,0.04,0.04,0.06,0.02,0,0
"CHVG","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CHVG","2_BLT","Global",0,2.36,0.01,0.01,0.02,0.01,0,0
"CHVR","1_nSPC","Global",0,2.36,0.03,0.03,0.07,0.07,0,0
"CHVR","2_BLT","Global",0,2.36,0,0,0.02,0.01,0,0
"CHXA","1_nSPC","Global",0,2.36,0.36,0.36,0.03,0.03,0.01,0.01
"CHXA","2_BLT","Global",0,2.36,0.31,0.31,0.07,0.03,0.02,0.01
"CIEX","1_nSPC","Global",0,2.36,0.1,0.1,0.14,0.14,0.01,0.01
"CIEX","2_BLT","Global",0,2.36,0.13,0.13,0.21,0.09,0.03,0.01
"CIFA","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CIFL","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CIHU","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"CIHU","2_BLT","Global",0,2.36,0.02,0.02,0,0,0,0
"CIKA","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CILB","1_nSPC","Global",0,2.36,0.01,0.01,0.04,0.04,0,0
"CILB","2_BLT","Global",0,2.36,0.01,0.01,0.04,0.02,0,0
"CIOX","1_nSPC","Global",0,2.36,0.16,0.16,0.01,0.01,0,0
"CIOX","2_BLT","Global",0,2.36,0.22,0.22,0.02,0.01,0,0
"CIPI","1_nSPC","Global",0,2.36,0.06,0.06,0,0,0,0
"CIPI","2_BLT","Global",0,2.36,0.02,0.02,0.01,0,0,0
"CIPO","1_nSPC","Global",0,2.36,0.02,0.02,0.01,0.01,0,0
"CIPO","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CISP","1_nSPC","Global",0,2.36,0.09,0.09,0.01,0.01,0,0
